20091214234226,,,,,,,,,,,,,,,,,,
Wageningen University,,,,,,,,,,,,,,,,,,
350,,,,,,,,,,,,,,,,,,
All Bran,grams,100,250.00,13.00,46.00,2.5,,,,,,,,,,,,
Almonds,grams,100,560.00,17.00,4.00,54,,,,,,,,,,,,
Alpen,grams,100,368.2,11.5,66.6,6.2,,,,,,,,,,,,
Apples,grams,100,35.00,0.2,9.00,0,,,,,,,,,,,,
Apricots,grams,100,30.00,0.6,7.00,0,,,,,,,,,,,,
Apricots| dried| raw,grams,100,180.00,4.00,43.00,0,,,,,,,,,,,,
Artichokes Globe boiled,grams,100,15.00,1.00,3.00,0,,,,,,,,,,,,
Artichokes Jerusalem boiled,grams,100,20.00,1.5,3.00,0,,,,,,,,,,,,
Asparagus boiled,grams,100,8.8,1.7,0.5,0,,,,,,,,,,,,
Aubergine raw,grams,100,15.00,0.7,3.00,0,,,,,,,,,,,,
Avocados,grams,100,220.00,4.00,2.00,20,,,,,,,,,,,,
Bacon collar joint boiled,grams,100,330.00,20.00,0.00,27,,,,,,,,,,,,
Bacon gammon grilled,grams,100,230.00,30.00,0.00,12,,,,,,,,,,,,
Bacon gammon joint boiled,grams,100,270.00,25.00,0.00,19,,,,,,,,,,,,
Bacon rashers streaky fried,grams,100,500.00,23.00,0.00,45,,,,,,,,,,,,
Bacon rashers streaky grilled,grams,100,400.00,25.00,0.00,36,,,,,,,,,,,,
Baked Beans - Heinz,grams,100,74.00,5.00,12.7,0.3,,,,,,,,,,,,
Baked beans - Weight Watchers,grams,100,53.00,4.8,8.8,0.3,,,,,,,,,,,,
Bananas,grams,100,80.00,1.00,20.00,0.3,,,,,,,,,,,,
Barcelona nuts,grams,100,640.00,11.00,5.00,64,,,,,,,,,,,,
Barley pearl boiled,grams,100,120.00,2.7,28.00,0.5,,,,,,,,,,,,
Bean sprouts canned,grams,100,10.00,1.6,0.8,0,,,,,,,,,,,,
Beans broad boiled,grams,100,50.00,4.00,7.00,0.6,,,,,,,,,,,,
Beans butter boiled,grams,100,100.00,7.00,17.00,0.3,,,,,,,,,,,,
Beans french boiled,grams,100,7.00,0.8,1.00,0,,,,,,,,,,,,
Beans haricot boiled,grams,100,90.00,6.6,17.00,0.5,,,,,,,,,,,,
Beans mung cooked,grams,100,100.00,6.00,11.00,4,,,,,,,,,,,,
Beans runner boiled,grams,100,20.00,2.00,3.00,0.2,,,,,,,,,,,,
Beef brisket boiled,grams,100,320.00,27.00,0.00,24,,,,,,,,,,,,
Beef Casserole -Crockpot,grams,100,98.14,9.87,7.17,3.37,,,,,,,,,,,,
Beef corned canned,grams,100,216.00,26.00,1.00,12,,,,,,,,,,,,
Beef minced stewed,grams,100,230.00,23.00,0.00,15,,,,,,,,,,,,
Beef rump steak fried,grams,100,250.00,29.00,0.00,15,,,,,,,,,,,,
Beef rump steak grilled,grams,100,220.00,27.00,0.00,12,,,,,,,,,,,,
Beef silverside salted,grams,100,240.00,29.00,0.00,14,,,,,,,,,,,,
Beef sirloin roast,grams,100,280.00,24.00,0.00,21,,,,,,,,,,,,
Beef steak stewing stewed,grams,100,220.00,30.00,0.00,11,,,,,,,,,,,,
Beef topside roast,grams,100,200.00,27.00,0.00,12,,,,,,,,,,,,
Beer bitter,grams,100,30.00,0.00,2.00,0,,,,,,,,,,,,
Beer larger,grams,100,30.00,0.00,1.5,0,,,,,,,,,,,,
Beer stout,grams,100,40.00,0.00,4.00,0,,,,,,,,,,,,
Beetroot boiled,grams,100,45.00,1.8,10.00,0,,,,,,,,,,,,
Beetroot raw,grams,100,30.00,1.3,6.00,0,,,,,,,,,,,,
Bilberries,grams,100,60.00,0.5,14.00,0,,,,,,,,,,,,
Biscuit - Custard Cream,grams,100,483.00,6.00,65.00,23.8,,,,,,,,,,,,
Biscuit - mini cheddars,grams,100,529.00,9.8,54.2,29.1,,,,,,,,,,,,
