20091215223657,,,,,,,,,,,,,,,,,,
Source used :  Swiss Food Composition Database V2.0 - ETH Zurich & Federal Office of Public Health,,,,,,,,,,,,,,,,,,
720,,,,,,,,,,,,,,,,,,
Acqua carsica (Giura),grammi,100,0.00,0.00,0.00,0.00,,,,,,,,,,,,
Acqua di lago (Altopiano),grammi,100,0.00,0.00,0.00,0.00,,,,,,,,,,,,
Acqua freatica (Altopiano),grammi,100,0.00,0.00,0.00,0.00,,,,,,,,,,,,
Acqua freatica (Ticino),grammi,100,0.00,0.00,0.00,0.00,,,,,,,,,,,,
Acqua minerale  Eptinger,grammi,100,0.00,0.00,0.00,0.00,,,,,,,,,,,,
Acqua minerale  Fontessa Elm,grammi,100,0.00,0.00,0.00,0.00,,,,,,,,,,,,
Acqua minerale  Rhäzünser,grammi,100,0.00,0.00,0.00,0.00,,,,,,,,,,,,
Acqua minerale  Vichy Célestins,grammi,100,0.00,0.00,0.00,0.00,,,,,,,,,,,,
Acqua minerale Adelbodner,grammi,100,0.00,0.00,0.00,0.00,,,,,,,,,,,,
Acqua minerale Allegra,grammi,100,0.00,0.00,0.00,0.00,,,,,,,,,,,,
Acqua minerale Aproz,grammi,100,0.00,0.00,0.00,0.00,,,,,,,,,,,,
Acqua minerale Aqui,grammi,100,0.00,0.00,0.00,0.00,,,,,,,,,,,,
Acqua minerale Arkina,grammi,100,0.00,0.00,0.00,0.00,,,,,,,,,,,,
Acqua minerale Aven,grammi,100,0.00,0.00,0.00,0.00,,,,,,,,,,,,
Acqua minerale Contrex,grammi,100,0.00,0.00,0.00,0.00,,,,,,,,,,,,
Acqua minerale Coop Swiss Alpina,grammi,100,0.00,0.00,0.00,0.00,,,,,,,,,,,,
Acqua minerale Cristalp,grammi,100,0.00,0.00,0.00,0.00,,,,,,,,,,,,
Acqua minerale Evian,grammi,100,0.00,0.00,0.00,0.00,,,,,,,,,,,,
Acqua minerale Ferrarelle,grammi,100,0.00,0.00,0.00,0.00,,,,,,,,,,,,
Acqua minerale Henniez,grammi,100,0.00,0.00,0.00,0.00,,,,,,,,,,,,
Acqua minerale Limpia,grammi,100,0.00,0.00,0.00,0.00,,,,,,,,,,,,
Acqua minerale M-Budget,grammi,100,0.00,0.00,0.00,0.00,,,,,,,,,,,,
Acqua minerale Nendaz,grammi,100,0.00,0.00,0.00,0.00,,,,,,,,,,,,
Acqua minerale Passugger,grammi,100,0.00,0.00,0.00,0.00,,,,,,,,,,,,
Acqua minerale Perrier,grammi,100,0.00,0.00,0.00,0.00,,,,,,,,,,,,
Acqua minerale San Pellegrino,grammi,100,0.00,0.00,0.00,0.00,,,,,,,,,,,,
Acqua minerale Valser Classic,grammi,100,0.00,0.00,0.00,0.00,,,,,,,,,,,,
Acqua minerale Valser Limelite,grammi,100,0.00,0.00,0.00,0.00,,,,,,,,,,,,
Acqua minerale Valser Naturelle,grammi,100,0.00,0.00,0.00,0.00,,,,,,,,,,,,
Acqua minerale Vittel,grammi,100,0.00,0.00,0.00,0.00,,,,,,,,,,,,
Acqua minerale Volvic,grammi,100,0.00,0.00,0.00,0.00,,,,,,,,,,,,
Acqua minerale Zurzach,grammi,100,0.00,0.00,0.00,0.00,,,,,,,,,,,,
Acqua potabile (media Svizzera),grammi,100,0.00,0.00,0.00,0.00,,,,,,,,,,,,
Acquavite 40 % vol (Brandy| Gin| Rhum| Whisky),grammi,100,221.90,0.00,0.00,0.00,,,,,,,,,,,,
Acquavite di canna da zucchero (p.es. Rhum),grammi,100,233.80,0.00,0.00,0.00,,,,,,,,,,,,
Acquavite di cereali (p.es. Whisky),grammi,100,252.44,0.00,0.11,0.00,,,,,,,,,,,,
Acquavite di ciliege (Kirsch),grammi,100,245.00,0.00,0.00,0.00,,,,,,,,,,,,
Acquavite di vino (p.es. Cognac),grammi,100,239.62,0.00,1.98,0.00,,,,,,,,,,,,
Aglio| crudo,grammi,100,130.50,7.00,27.50,0.50,,,,,,,,,,,,
Agnello| cosciotto| crudo,grammi,100,172.93,19.63,0.00,10.49,,,,,,,,,,,,
Agnello| costoletta| cruda,grammi,100,213.06,18.27,0.00,15.55,,,,,,,,,,,,
Agnello| filetto| crudo,grammi,100,112.20,20.40,0.00,3.40,,,,,,,,,,,,
Albicocca| fresca,grammi,100,44.10,0.80,12.10,0.10,,,,,,,,,,,,
Albicocca| secca,grammi,100,216.00,5.00,65.60,0.50,,,,,,,,,,,,
Albume d''uovo| crudo,grammi,100,44.10,10.50,0.30,0.10,,,,,,,,,,,,
Amido di frumento,grammi,100,345.90,0.40,86.96,0.14,,,,,,,,,,,,
Ananas| fresco,grammi,100,48.60,0.40,12.70,0.20,,,,,,,,,,,,
Anguria| fresca,grammi,100,29.90,0.50,6.60,0.30,,,,,,,,,,,,
Appenzeller quarto grasso,grammi,100,238.08,33.80,0.07,11.40,,,,,,,,,,,,
Appenzeller| grasso,grammi,100,386.26,24.80,0.44,31.70,,,,,,,,,,,,
Arachidi| tostate,grammi,100,576.60,25.30,16.80,49.00,,,,,,,,,,,,
Arancia| fresca,grammi,100,40.20,1.00,10.40,0.20,,,,,,,,,,,,
Asparago| crudo,grammi,100,23.80,2.20,5.00,0.20,,,,,,,,,,,,
Avocado| fresco,grammi,100,138.20,1.80,3.80,14.20,,,,,,,,,,,,
Bacca di sambuco nero| fresca,grammi,100,44.10,2.50,11.40,0.50,,,,,,,,,,,,
Balisto Soft Choco Abricot| con acido folico,grammi,100,438.52,8.88,65.20,18.20,,,,,,,,,,,,
Balisto Soft Choco Apple| con acido folico,grammi,100,468.73,7.50,63.75,22.03,,,,,,,,,,,,
Balisto| Sandwich| Milk und Strawberry,grammi,100,400.76,6.20,60.66,16.00,,,,,,,,,,,,
Balisto| Sandwich| Milk| con calcio,grammi,100,410.44,6.19,60.56,17.11,,,,,,,,,,,,
Balisto| Soft Active| con vitamine,grammi,100,413.27,5.08,78.10,10.24,,,,,,,,,,,,
Banana| disidratata (banana essiccata| chips),grammi,100,354.60,3.90,88.30,1.80,,,,,,,,,,,,
Banana| fresca,grammi,100,91.10,1.10,23.00,0.30,,,,,,,,,,,,
Banana| secca,grammi,100,261.80,3.00,65.70,1.00,,,,,,,,,,,,
Barbabietola| cruda,grammi,100,40.54,1.53,10.91,0.10,,,,,,,,,,,,
Barretta ai Barretta ai cereali| ricoperta di cioccolato,grammi,100,473.45,11.32,60.68,23.76,,,,,,,,,,,,
Barretta ai cereali con cioccolato e mele,grammi,100,449.05,7.51,67.44,18.17,,,,,,,,,,,,
Barretta ai cereali| alle noci,grammi,100,480.07,11.62,53.40,27.53,,,,,,,,,,,,
Barretta ai cereali| con cioccolato e arancia,grammi,100,453.42,8.51,67.17,18.16,,,,,,,,,,,,
Barretta ai cereali| con cioccolato e cocco,grammi,100,491.27,6.63,64.22,25.35,,,,,,,,,,,,
Barretta ai cereali| crunchy| al miele,grammi,100,454.01,8.39,59.97,22.22,,,,,,,,,,,,
Barretta ai cereali| crunchy| nature,grammi,100,442.24,13.13,63.17,19.47,,,,,,,,,,,,
Barretta ai cereali| crunchy| nature| senza zucchero,grammi,100,417.14,17.14,63.43,14.71,,,,,,,,,,,,
Barretta ai cereali| morbida| alla mela,grammi,100,400.21,7.53,73.93,10.25,,,,,,,,,,,,
Barretta ai cereali| morbida| alle albicocche,grammi,100,374.88,9.39,72.92,8.21,,,,,,,,,,,,
Barretta ai cereali| morbida| con joghurt,grammi,100,463.78,9.61,65.84,19.72,,,,,,,,,,,,
Barretta ai cereali| morbida| con pezzetti di cioccolato,grammi,100,488.94,7.57,64.34,23.62,,,,,,,,,,,,
Basilico| fresco,grammi,100,40.00,3.10,8.21,0.80,,,,,,,,,,,,
Bastoncini alle nocciole,grammi,100,472.82,9.54,67.06,20.42,,,,,,,,,,,,
Bastoncino al Kirsch (Bastoncino di cioccolato ripieno al Kirsch liquido),grammi,100,437.75,2.75,69.96,14.20,,,,,,,,,,,,
Bastoncino di pasta sfoglia,grammi,100,502.06,10.97,54.48,27.86,,,,,,,,,,,,
Berliner,grammi,100,321.00,8.42,45.30,12.76,,,,,,,,,,,,
Bevanda a base di latte| edulcorata,grammi,100,36.66,3.60,5.13,0.34,,,,,,,,,,,,
Bevanda a base di latte| zuccherata,grammi,100,61.00,3.70,10.75,0.76,,,,,,,,,,,,
Bevanda al latticello alla frutta| non zuccherato,grammi,100,34.77,3.07,4.62,0.49,,,,,,,,,,,,
Bevanda al latticello alla frutta| zuccherato,grammi,100,77.29,2.69,15.77,0.43,,,,,,,,,,,,
Bevanda da tavola| con siero di latte e estratto di tè verde,grammi,100,36.00,0.00,9.00,0.00,,,,,,,,,,,,
Bevanda da tavola| con siero di latte| edulcorata,grammi,100,6.00,0.00,1.50,0.00,,,,,,,,,,,,
Bevanda da tavola| con siero di latte| zuccherata,grammi,100,36.00,0.00,9.00,0.00,,,,,,,,,,,,
Bevanda gassata a base di cola| edulcorata,grammi,100,0.24,0.02,0.04,0,,,,,,,,,,,,
Bevanda gassata a base di cola| zuccherata,grammi,100,40.00,0.00,10.00,0.00,,,,,,,,,,,,
Biber,grammi,100,364.96,8.13,65.97,9.10,,,,,,,,,,,,
