20091215225019,,,,,,,,,,,,,,,,,,
Source : rozumnehubniti.cz : Tabulky slozeni potravin,,,,,,,,,,,,,,,,,,
240,,,,,,,,,,,,,,,,,,
Acidofilni mléko ,grams,100,60.00,3.00,4.00,3.5,,,,,,,,,,,,
Actimel ,grams,100,88.00,3.00,15.00,2,,,,,,,,,,,,
Actimel 0% tuku ,grams,100,36.00,3.00,5.00,0.1,,,,,,,,,,,,
Activia nápoj s vlákninou ,grams,100,86.00,3.00,12.00,2.5,,,,,,,,,,,,
ananas ,grams,100,42.00,0.40,10.10,0.2,,,,,,,,,,,,
Apetito light ,grams,100,142.00,19.00,2.40,6.4,,,,,,,,,,,,
avokádo ,grams,100,221.00,1.90,0.40,23.5,,,,,,,,,,,,
babeta ,grams,100,418.00,4.20,48.00,25,,,,,,,,,,,,
bábovka ,grams,100,387.00,6.00,43.00,21,,,,,,,,,,,,
bageta ,grams,100,253.00,7.80,51.00,1.4,,,,,,,,,,,,
banány ,grams,100,95.00,0.30,23.00,0.3,,,,,,,,,,,,
Be Be jemné ,grams,100,409.00,6.50,78.00,12,,,,,,,,,,,,
Big mac ,,,511.00,27.00,36.00,29,,,,,,,,,,,,
bilé fazole v rajské omácce ,grams,100,87.00,5.30,14.40,0.8,,,,,,,,,,,,
brambory ,grams,100,72.00,2.00,15.00,0.1,,,,,,,,,,,,
brokolice ,grams,100,33.00,4.40,2.90,0.9,,,,,,,,,,,,
broskve ,grams,100,52.00,0.80,12.50,0.2,,,,,,,,,,,,
brukev (kedluben) ,grams,100,32.00,2.10,5.80,0.2,,,,,,,,,,,,
bucková pastika ,grams,100,519.00,11.00,1.00,25,,,,,,,,,,,,
Calippo ,,,96.00,0.00,23.00,0,,,,,,,,,,,,
cedar 50 % tuku v sus. ,grams,100,399.00,25.00,2.90,30,,,,,,,,,,,,
celer nakládany s olejem ,grams,100,90.00,1.10,10.40,5.1,,,,,,,,,,,,
cervená repa ,grams,100,33.00,0.90,7.80,0.3,,,,,,,,,,,,
Chipsy ,grams,100,550.00,4.70,47.00,38,,,,,,,,,,,,
chléb sumava ,grams,100,244.00,8.00,50.20,1.3,,,,,,,,,,,,
citrony ,grams,100,47.00,0.70,10.50,0.5,,,,,,,,,,,,
cizrna ,grams,100,279.00,19.80,41.20,3.4,,,,,,,,,,,,
Coca-cola ,grams,100,45.00,0.00,11.00,0,,,,,,,,,,,,
cocka ,grams,100,319.00,23.50,52.00,1.4,,,,,,,,,,,,
Cokoláda horká ,grams,100,495.00,9.00,39.00,34,,,,,,,,,,,,
Cokoláda Milka Diet ,grams,100,485.00,6.40,43.00,31,,,,,,,,,,,,
Cokoláda mlécná ,grams,100,535.00,9.20,54.00,32,,,,,,,,,,,,
cokoládovy dort se sehleckou ,grams,100,304.00,4.50,26.00,20,,,,,,,,,,,,
Cokoládovy pudink 9 % tuku ,grams,100,162.00,3.10,17.10,9,,,,,,,,,,,,
Cornetto coko ,,,229.00,3.00,27.00,13,,,,,,,,,,,,
Cornflakes ,grams,100,359.00,7.20,80.00,0.6,,,,,,,,,,,,
cottage ,grams,100,96.00,13.50,1.00,4.2,,,,,,,,,,,,
croissant s cokoládou ,grams,100,409.00,5.30,38.00,26,,,,,,,,,,,,
cuketa ,grams,100,18.00,1.60,2.10,0.4,,,,,,,,,,,,
Cukr ,grams,100,406.00,0.00,99.80,0,,,,,,,,,,,,
Danissimo mouse ,grams,100,137.00,4.90,16.50,5.8,,,,,,,,,,,,
Danissimo vanilka ,grams,100,134.00,4.90,15.70,5.7,,,,,,,,,,,,
Deli tycinka ,grams,100,459.00,4.00,68.00,21,,,,,,,,,,,,
Delisa orisková ,grams,100,528.00,10.00,56.00,30,,,,,,,,,,,,
Dijonnaise ,grams,100,497.00,1.50,0.00,80,,,,,,,,,,,,
Disko cokoláda ,grams,100,440.00,5.50,70.00,20,,,,,,,,,,,,
Dressink italsky ,grams,100,521.00,1.70,9.00,53,,,,,,,,,,,,
drubežey toceny ,grams,100,287.00,14.00,1.50,25,,,,,,,,,,,,
drubeži párky ,grams,100,292.00,16.00,1.50,25,,,,,,,,,,,,
drubeži salám ,grams,100,163.00,18.00,1.00,9,,,,,,,,,,,,
džem boruvkovy dia ,grams,100,98.00,0.50,23.00,0.1,,,,,,,,,,,,
džem jahodovy ,grams,100,244.00,0.50,57.70,0.3,,,,,,,,,,,,
eidam 30 % tuku v sus. ,grams,100,263.00,30.30,1.40,14,,,,,,,,,,,,
ementál 45 % tuku v sus. ,grams,100,406.00,28.00,2.30,30,,,,,,,,,,,,
Fanta ,grams,100,50.00,0.10,12.00,0,,,,,,,,,,,,
fazole ,grams,100,263.00,21.30,40.10,1.6,,,,,,,,,,,,
