20091215224917,,,,,,,,,,,,,,,,,,
Fuente : ArgenFoods,,,,,,,,,,,,,,,,,,
406,,,,,,,,,,,,,,,,,,
Abadejo| fresco| crudo| carne,gramos,100,72.00,15.80,0.20,0.9,,,,,,,,,,,,
Aceituna de monte,gramos,100,93.00,1.60,19.40,0.4,,,,,,,,,,,,
Aceituna verde| pulpa| encurtida,gramos,100,144.00,1.50,4.00,13.5,,,,,,,,,,,,
Acelga| hoja,gramos,100,15.00,2.90,4.30,0.2,,,,,,,,,,,,
Acelga| tallo,gramos,100,8.00,1.20,3.50,0.1,,,,,,,,,,,,
Achicoria de Monte,gramos,100,46.00,2.80,7.70,1.2,,,,,,,,,,,,
Achicoria| hoja| fresca| cruda,gramos,100,21.00,1.60,2.90,0.3,,,,,,,,,,,,
Achira (raíces),gramos,100,34.00,1.70,7.90,0.2,,,,,,,,,,,,
Ajo| bulbo| fresco| crudo,gramos,100,99.00,4.40,20.00,0.2,,,,,,,,,,,,
Alcaucil| inflorescencia| fresco| crudo,gramos,100,63.00,2.90,11.90,0.4,,,,,,,,,,,,
Alfalfa| hoja| fresca| cruda,gramos,100,57.00,6.60,6.80,0.4,,,,,,,,,,,,
Amaranto| semilla| cruda (Amarantus Caudatus),gramos,100,384.00,15.30,63.60,7.6,,,,,,,,,,,,
Amaranto| semilla| cruda (Amarantus Hipochondriacus),gramos,100,381.00,14.40,64.30,7.4,,,,,,,,,,,,
Amaranto| semilla| cruda (Amarantus Mantegazzianus),gramos,100,388.00,15.40,62.70,8.4,,,,,,,,,,,,
Amaranto| semillia| cruda (Amarantus Cruentus),gramos,100,384.00,15.60,63.40,7.6,,,,,,,,,,,,
Amarillo| fresco| a la parrilla| músculo dorsal,gramos,100,183.00,21.30,0.00,10.9,,,,,,,,,,,,
Amarillo| fresco| al horno| músculo dorsal,gramos,100,233.00,19.90,0.00,17,,,,,,,,,,,,
Amarillo| fresco| crudo| músculo dorsal,gramos,100,141.00,17.30,0.00,8,,,,,,,,,,,,
